comment,star
點的都是招牌菜，量大，符合北方人口味，特別喜歡手抓餅，酥而且是甜的有奶香味，燻排骨也很好吃，帶著手套慢慢啃,5
總體印象太差勁，鍋包肉等了一個多小時，之間催了兩次也無動於衷，從餐具到碗勺，一一都得催著要，這些高分是怎麼評的，別被高分上當,1
還不錯，就是鹹了點，酸菜不太好吃，鐵板茄子不理想,5
有點膩吃一點就吃不下了。 奶酪放太多了吧也許是,4
第一次來很火的娜娜家，大悅城店更是火上加火，上次週六晚上不到七點來的，都不發號了，這次我們決定早來，下午四點多就到了沒想到拿了號前面還是要等十桌，等了大概四十分鐘進去的，還安排的一個靠窗的位置，朋友說光線不適合拍照，後來看到有一桌位置很好的走了我們就換過去了，沙發真是太舒服了！我們因為看其他人評論說娜娜家量大就沒有多點，奶酪罐子實在太美味了朋友說吃完都還想把罐子舔一遍呢！還有那個著名的意麵，口味很獨特，不過有些辣，不太適合我。彩虹沙拉確實好大一份，材料很多很多真是太實在了！芝士薯泥香糯可口！檸檬雞肉質柔軟香嫩，實在好吃！總之這次我們點的都是大家很推薦的，下次再來試試其他菜品！,5
不能刷卡，不能微信！只能支付寶，現金！信號還不好！,2
垃圾餐廳 服務太差 以後都別去了 親身體會 人多了不知道自己怎麼回事了,1
好吃！每次來必點的是饞魚那個蝦和剔牙雞，也算是店裡的特色了吧。環境也適合兩三好友小聚，我已經帶了不同的好友來這聚餐三四次了，大家都說好！哈哈哈。第一次來的時候點了魔鬼奶茶，那個盛奶茶的骷髏頭瓶子還能帶走。下次還會帶好朋友來！,5
黃金週前一天去吃的北李，去的早所以也沒排隊。看菜單感覺每個都好好吃但是又不知道點啥，最後糾結出了三個菜，結果三個菜都不太滿意...婆家豆腐，我不愛吃豆腐，不做點評，但是男票說很一般。鐵板燒汁茄夾，油，很油，非常油，吃兩個茄夾就油的沒胃口了。味道還可以，就是太太太太油。鍋包肉，就是醋裡脊。肉炸的太太硬了，吃的很費勁，而且面太多肉太少，也很油。總之很失望，不值得排很久的隊來吃。也可能是不符合我們的口味，不會再來吃了,2
一般吧   之前去的   人倒挺多...  就炸雞還行  還是屬於那種剛炸出來就沒了那種  炸的東西都是很多人在等  一出來就一堆人搶。我覺得一般這店  沒有宣傳的那麼好... 嚐嚐鮮就完了,2
朋友一直鬧騰去吃娜娜家，說一直沒吃上…等了會兒，就進去了，大桌比較少，因為人多，嚐了很多東西，圖都放不下了～彩虹沙拉還可以，但不喜歡裡面的鹹奶酪，奶酪罐子基本上是每桌必點的，還不錯啦～但盆友不太喜歡，還點了櫻花芝士蛋糕，就是都還可以，沒有很驚豔～就是點的甜食太多了，太膩了…芝士焗薯泥，厚厚的一層，剩了很多，實在吃不下了～照燒檸檬雞很喜歡，喜歡檸檬酸酸的和雞肉一起吃，煙花妓女意麵算好吃的了，我就是覺得面有點硬，北海道溫泉意麵裡面有芥末，湯味道不錯，有淡淡的芥末，就是面沒什麼味道，西班牙海鮮飯也還可以的…點的喝的都不好喝，放了好多冰塊，味道都是一樣的～娜娜家就是味道都還可以，但沒有驚豔的地方……,4
第一次來大悅城這家店，去過很多次娜娜家，還是最喜歡去一店，雖然地方小但是那裡感覺很溫馨，每次去都點的奶酪關係，這家也沒有，沙拉也越來越縮水，幾片培根而已，華夫餅做的還可以，奶油很好吃，最愛吃那個墨魚汁面，今天換了個煙花妓女面，名字有點怪，但是味道真不錯，酸甜鹹辣口，最後這個鐵板芝士雞吃著有點膩了，味道還可以，娜娜家的料都給的很足，所以吃著吃著就會膩了，而且這邊環境很嘈雜，像民園那家的漫咖啡，都是敞開式的大廳，不過是我去過回頭率最高的餐廳了，繼續支持！,4
第二次來點了幾個特色，味道挺好，特別是秘製豬腳，都很有特色，棒棒噠,5
除了味道還可以，真的沒有任何優點，之前上的西瓜汁幾乎是水果爛掉的味道，菜上的極其的慢，而且在我們之後點那個菜的人都上了給我們還沒上，都已經吃飽了菜還都沒上完，總之感覺服務員服務意識很差，有待改進吧！,1
店大欺客啊！點菜員還好，迎賓太差了，人沒來齊還不讓進，明明有很多空位。在天津找一家有服務水準的店真難啊,1
今天給兩星是因為服務員服務的問題。點菜時服務員過來沒拿點菜機，我問他記得住嗎？他說記得住，點的快更好。結果點完菜過一會兒說忘了給下單，得重點，直接導致了鍋包肉不能點了。再堅持要鍋包肉的情況下，服務員說半個小時，問半個小時一定能有嗎？服務員又回答有就給加上。點菜這兩件事徹底讓我覺得堵心。從他家差不多開業就來了好幾次，和朋友和家人，一開始覺得還不錯，可是後來服務越來越跟不上，服務員臉色好看的不多，中午吃飯給的水是有水鏽味兒的，燻排骨上來是涼的。可能生意太好了，店大各方面就跟不上了吧。,2
上個月末我和朋友去大悅城5樓騎鵝公社的娜娜家吃飯，我們大概中午12點半到的，前面已經有兩位排隊的了，拿完號兒我們就在騎鵝公社逛了逛，回來時剛好到號兒。彩虹沙拉，不錯👌我喜歡。奶油蘑菇湯，每次必點。焗土豆泥，還不錯。煙花妓女意麵，微辣，我感覺一般。烤牛排羅勒調味飯，之前在樂賓店朋友點過，我嚐了覺得不錯，這次點了感覺就是吃多了會膩。西班牙海鮮焗飯，這個飯上的最慢，等了好久，不過味道還行，我就是閒剝蝦麻煩。奶油罐子，這次感覺挺好吃的。總體來說還不錯，就是都是甜的，吃多了會膩。,4
排隊排了一個半小時，點餐沒有菜單，需要微信關注一個公眾號以後才能點餐，Wi-Fi也不怎麼好用，圖片根本就無法刷新出來。看來沒帶手機想吃飯都不容易，而且主菜只有兩個。洗手間還在商場裡，需要跑出去。整個過程下來感覺整個人都不好了……,2
服務太差，一個菜半小時上不來，最後服務員說弄錯了，無語啊……,1
10月4日，我們3人去吃的，到家後都拉肚子，還噁心，以後不會再去了。,1
蛋糕好乾，顆粒好粗，38元極度不值，第戎完爆，飲品真的只喝了幾口，就全是冰了，我好渴好不好，難道只有主食好吃，不過它應該沒有機會被我寵幸了，其他分店也被波及,2
如果能打負分的話一定給他打負分，可惜沒有！跟朋友聚會去的這家自助、大週五的差不多8點應該也不是很晚吧，幾個人進去後東西都沒有什麼了，服務員也不怎麼給添新的！有的都涼了！這不說，最主要是衛生真太成問題了、本來就沒有什麼東西所以吃到也不是很多、但是吃完回去路上就開始胃口不舒服、朋友也是一樣的症狀！還有朋友拉肚子了！我和一個朋友是回家就吐了！幸好回家吃了胃藥！真不敢想像怎麼通過的衛生檢疫！這種真的千萬不要帶老人小孩吃！太不讓人放心了！而且最後的水果也沒有吃到因為沒有！固定的幾種烤肉也沒有給上齊全！很多都沒給上、有的還是涼的！就上了點玉米、雞肉、雞翅、什麼羊排、羊肉都沒有、上的幾種肉少的可憐都！還特別鹹！東西都這麼差勁了服務還差得要命！本來用餐時間就不長、然後服務員還老在旁邊催！那麼多人吃東西拿了蝦什麼的有的撥都殼什麼的服務員也說剩菜、非要扣押金！這個也不說了、裡面東西有的被人弄的亂七八糟也沒人收拾！總之就是差差差差差死了！大家真的不要再去了！不然真不知道會吃出什麼病來！,1
看了這麼多的好評如潮，我都感覺自己去的跟你們去的並不是一個店了。我們是五個人中午過去吃的。我並不是真的想這個時間寫點評。一直上吐下瀉到現在。並且問了同去的一個人，跟我也是一樣的症狀。我感覺，大家自助需謹慎吧。,1
羊排很新鮮，口感很好，芝士焗薯泥也很好吃，很贊！,5
坐落的地點繁華，菜量大，味道好。,5
下次再也不想去了，人多，環境嘈雜，飯菜味道油膩且甜到齁兒,2
下班後一個人去吃頓晚餐，很久沒有去過北李，猶豫再三決定進去吃，之前去還是恆隆開業的時候，那時候排隊很火爆，菜品的質量也還好，但不知道為什麼任何餐飲好像3.4年都是瓶頸，燻排骨上來的是涼的，要的是小份像是湊出來的一樣，要了個專業下飯菜，好油，裡面的肉也都是肥肥的，吃起來很膩，總之體驗太差了，應該不會再去了，餐飲不能這麼做，要做久，持之以恆的品質和服務真的很重要。,2
真想罵街，吃著半截菜裡竟然出現了夜毛或X毛的東西，可真行點菜服務員一看晚了還說做不了了，建議孕婦慎來竟然吃出這種毛髮來，還有服務員這態度你們老闆知道嗎？,1
味道一般，平時去都要等位，罐子價位小貴。,2
還是沒吃上奶酪罐子-_-#繼續努力-～,5
哎哎，懷著滿滿的心情給朋友過生，結果紅酒不讓喝，怎麼都不能通融捏，做生意不會變通怎麼賺錢捏，上菜又極極慢，平板點餐網速又極極慢吶，莫法再來了……,1
服務態度也很好  吃的東西也不錯  種類多  就是水果不甜  但是我覺得比其他自助還要好  以前就在大連吃過  和大連裝修味道差不多  衝這個味道還會去吃,4
😎輝哥帶你吃遍天津之～柒號館😎地址：哈爾濱道139號(濱江商廈後面 山東路與新華路 中間)交通：開車到門口基本不可能，可以選擇恆隆停車走過去，很近的，地鐵控，可以地鐵3號線和平路地鐵站下車往濱江道方向走環境：他家的裝修很時尚，年輕人應該都會喜歡，尤其他家的防***規則很有趣😁服務：他家太火了，基本11點半以後基本就拿不到號兒了，這點他家老闆挺厚道的，不瞎放號，省得都白等😂口味：說實話，我認為味道不出奇，菜品的顏值只有“饞魚密蝦”還可以，味道也是，就這個還可以，蜂芥口味，我很喜歡，希望下次迴天津，他還是天津菜熱搜第一，口味也可以提高綜合評價：一家營銷手段極佳的天津菜館！我從深圳半年多回去一次，滿心期盼的天津菜味道！有點兒讓我失望！,5
味道可以，北方口味。😄😄😄😄😄,4
燻排骨很好吃，味道很香，大愛奶香手撕餅，又酥又脆，北李碳烤肉也不錯。,4
這頓娜娜是最差的一次…點了個新品叫“無花半夏”，本想嚐嚐鮮，沒想到簡直就是黑暗料理啊！千萬不要點！草莓華夫餅上的奶油居多，原來不這樣啊！剩下的也不多說了，反正這次的用餐體驗給差評！,2
差評 發票去幾次都說沒有 我就不懂這樣也可以開店？點了菜後主食先上來了，半小時就沒有動靜了，***我要兩碗米飯吃飽完了？真的超級差！海底撈比你家人多，人服務員看都能忙過來，你家沒那個金剛鑽就別攬那些個瓷器活！！不會再去了,1
這是我吃過最貴最差的自助餐，感覺什麼都是涼的，都是肉，太膩了，孩子3歲半，身高1.10，收了25元，孩子吃了一個棉花糖，一個冰激凌，一個蛋撻，其他的肉嚼不動，熱菜都是涼的，西點更別提了，大人漲到73一位了，這一次管夠了,2
口味重 ，太鹹了 ，沒什麼特色，前臺態度不好,2
真的不錯哦，而且量也不小，兩個人去的，點了一份牛腩飯，一個湯，一個土豆泥…因為是晚上，所以吃得正好…好評…,5
兒子生日去的，還算不錯，價位口味可以,5
點了包菜茄子沙拉還有果仁雞肉丁的那道菜叫什麼忘記了，不是很滿意，外地的遊客來吃天津菜不要在這裡嘗喔，會造成對天津菜的誤解😂。這裡好評率這麼高大概是因為桌子上貼著好評可以減五元。地理位置也不是很好找，環境一般，價格倒是很便宜。整體都不太喜歡，不推薦。,2
環境比較嘈雜，有點兒像南京大排檔，想說個話聊個天兒的就別來這裡了，味道不錯，梨湯特別濃稠感覺裡面應該加了銀耳！？乾酪魚好吃，非常好吃，像甜品布丁的感覺，牛肉飯也很不錯，蝦球也很不錯，屬於還想再去的店，但是要想姐妹聚聚就選擇別家吧，確實環境有需要改善的空間，可能太忙了，服務員也不是很熱情。,4
奶酪罐子簡直太喜歡了，每次必點，服務員傻傻的都跟新來的似的，沒幾個明白的,4
菜名很有意思，環境不錯，味道一般,4
真的不好吃 晚上到了 燻排沒了 饞嘴蛙沒了 要什麼沒什麼 上的菜色真的很一般 味道不好就算了 安排位子排在風口 飯沒吃完就要吐了這種點不會再去了,1
太好吃了，東西很新鮮，就是人多時服務不太好。,5
恆隆的這家菜真的很差勁，經典的大拉皮都很難吃，所有的菜都像忘了放鹽，唯獨江米藕竟然會是鹹的，鐵板茄夾不是熱的，醬還很少，紅豆牛奶甜的要死，很失望，沒想到越做越差，就照了倆圖就被菜的味道弄的沒心情了,2
烤串沒有特點，像烤腸味，其他味道還不錯。服務員不錯，服務應打高分。,4
當時比較倉促，就快快的點了，然後也沒怎麼吃，就走了，因為有事嗎，也沒有打包，記得當時點的都是服務員推薦的，但是當時由於是下午低峰期，那個什麼媽媽排骨沒有，好可惜啊，不過我還是很開心，這個是我的一個神奇的有好運的地方，以後還會來的，喜歡,4
環境太吵，菜品烤肉還可以，其餘的自選菜品都很差，遲疑那些好評的顧客真實性……,1
東西就是那些，華夫餅超好吃的，其他的一般，無功無過的口味，排隊排了很久。。,4
菜品真心一般！每次吃完嘴裡都不舒服，可能是用了大油的原因，濃重的豬油味道把菜的味道完全的掩蓋！口味很重的我都覺得鹹！所有的湯喝燙菜都很難吃！很多菜都放大蒜！總體就是油大！味道鹹！東北菜實在不好吃！,2
性價比非常高的一家自助，不會後悔，推薦羊排,5
上菜慢的都沒話說了，還不是高峰時間！,1
每次路過人都很多，今天好像沒什麼人就去嘗試一下，服務還是很好的，菜品和一般的自助餐沒什麼不同。性價比還可以。,4
不滿意，排了2小時的對，上菜特慢，催淚了好幾回，都打洋了菜還沒上完，最後退了，沒吃飽就氣走了！下次再也不去了！！！,2
招牌小吊梨湯。沒味兒，很粘稠，不多評價也許人家就是這樣。脫骨雞雞肉柴的不行。給的蘸料鹹的不行。小煎豬肝。買看出來這豬肝煎過。味道比較大。很一般。乾酪魚個人覺得不夠甜  反正我看每桌基本都剩下一半。還有一個好像叫梨球果仁蝦的菜。中規中矩不驚豔。最重點的來了。牛肉燴飯，我居然在裡面發現一根頭髮！得虧我眼神好。黑乎乎的燴飯裡面我給發現了。就這菜品的質量還這麼多人排隊我也是醉了。估計都是來拔草的吧。反正我是一次管夠沒有二次。,1
服務員服務特別好，點餐後發現手撕餅和菜全是甜的，服務員跑的飛快去協商更換菜單，但是換了個乾鍋土豆居然還是甜的，一頓飯吃到最後好膩好惡心，拉皮是甜的，鱸魚是甜的，土豆是甜的，餅是甜的，鮮榨汁也放糖了,2
服務還是可以的，因為是週日去的所以人特別多，裡面的環境實在是太亂了！味道真心就是一般，和比爾一樣的經營模式，個人還是比較喜歡那種自己動手的感覺，至少想吃哪個不用等！,2
點了三個菜～半個小時一個菜也沒上～等菜上來以後豆角真失望全是絲，太老了～鍋包肉到是還可以但是有點髒都是黑色小物體～也就酸菜魚還算可以～但因為沒有空調太熱就吃了兩口～太失望了～,2
太熱了，怪不得服務員都穿短袖。蟶子很不錯,4
排隊等了兩個小時，外邊有蝦片和雞蛋可以喝茶。進去之後裡邊環境太亂了，特別吵，菜的味道很一般，不知道為什麼這麼火。點了很多推薦菜，有一種煎豆腐還可以。小吊梨湯就像是秋梨膏，烤鴨在排隊時需要提前預定，點了整隻的，可是味道太差了，肉都是柴的，鴨皮還發苦，廚師片的鴉子片很厚，片的方式也不對，不會再去。,2
帶媽媽老姨來嚐嚐，來的時候人不多！沒一會兒就排隊了，恆隆廣場六樓。大概是因為實惠人才會那麼多。味道就算一半，有點淡。鍋包肉味道不錯，稍微有點膩不能吃太多。拉皮麻醬需要都倒進去味道就夠了。茄子盒味道還可以，就是有點淡。疙瘩湯真的是棒棒的!沒怎麼吃主食光喝他就夠了。,4
味道，環境都挺好，而且週一中午去的還等位了，人挺多的，肉品很好，而且不會像別的烤肉一樣想多要點也不願意一次多給，就是重複上肉有點慢，其他菜品也是特別全，環境很乾淨明亮，甚至衛生間都很乾淨，總之不錯，希望保持下去，當天又再團了下次用的卷,4
環境很亂，自選的菜品種類太少，不知道為什麼還會這麼多人,1
怎麼那麼難吃呢  還都說這個好吃  我怎麼覺得那麼難吃呢  又貴又難吃  外面還一堆人等   他得用手機點菜  點菜得點20分鐘  等也得等半小時  要不外面一堆人等呢,2
每個菜都難吃，油多，鹹。服務員木訥！環境不錯。,1
好多人都是被5元返現才給5星的吧 這餐館樓梯很窄不說 並且衛生間非常髒 那個招牌蝦裡面養的魚好多魚*** 。衛生太差,2
人非常多，感覺忙不過來了，味道不錯,4
菜太難吃了，油膩，真心不知道為什麼這麼多人排隊，不挑食，但都忍不了，周圍食客也都評價很低……哎,1
味道不錯，環境優雅，服務態度非常好。正好朋友過生日，很人性化，免費送一份長壽麵。,5
昨天和媽媽一起去的這家店 坐在吧檯 消費297 給了300沒有找錢 粗心大意的我今天才想起來 昨天61兒童節 我理解店家忙 但是我還真是頭一次遇見這樣的事情 原本挺喜歡這家店的 昨天是第三次去了 現在覺得 再也不會去了,2
那天去娜娜家吃飯朋友就愛吃她家的千層蛋糕不知道怎麼回事千層蛋糕就一種抹茶的，以前我和朋友經常來最愛吃他家的千層現在我想問問商家為什麼不做了以前有很多種口味的千層怎麼現在沒有了呢,1
週五晚上給朋友過生日 選的這裡 北李也是來過很多次了 為什麼給一星呢 就是大好的過生日的日子讓叫號的服務員給氣的 四點多去佔座 先是不讓我們進 讓我們等著 說讓我們人齊了再進 裡面都是空桌。我說七個人 剩下的馬上就來 人家叫號的服務員可神氣了 反正去你們家吃飯的客人那麼多 也不差我們這一桌是吧 非讓我們坐六人桌 北李的服務在其他兩家都沒遇到過態度如此差的服務員 大過生日的淨添堵心 就衝這個看門的這麼噁心以後再也不去恆隆的吃,1
環境說得過去 三月份有點冷清。口味一般 剔牙雞味道全是孜然。金鑽十二國神坑！沒有國旗他喵的就成了十二饃了呀！不認真 好評是用紅包刷出來的,1
太太太失望了！茄汁茄夾上面放好多木魚花，味道和章魚小丸子一樣！那我幹嘛不吃小丸子啊！而且非常油膩，特別難吃！炒西蘭花太鹹啦！而且一點也不香，特別不專業，還不如家裡做的。三色山藥馬馬虎虎，三杯雞和奶香手撕餅比較好吃。而且這家也不是很便宜，環境也很差！人多嘈雜，桌布上還有洞！這是三流餐廳嗎！點的芒果奶昔甜的要死！根本沒法喝！剩了一大半！真的真的是一次不愉快的消費！不知道為什麼有這麼多人等，被騙了的感覺！再也不回來了。,1
一般，不知道為什麼那麼火，不怎麼好吃，人多，嘈雜,2
非常失望，前些天同事也去吃了，她也非常不推薦。這點兒東西200來塊錢，而且味道非常一般，真是又貴又難吃啊……沒想到排名這麼靠前的店竟然這樣，以後選餐廳都不太敢用大眾點評了，水分太大了！,1
環境不錯，菜一般。尤其是麻辣香鍋，什麼跟什麼啊，也就4.個蝦可以吃。剩下的是什麼啊？還有韭菜盒子？那叫個難吃，真的。下次不會再去了,1
看起來還好，吃起來難受，也不合胃口,1
帶著39周的孕婦來吃，大週二的中午沒嘛人空著很多座位，服務員態度很強硬，硬就是不讓坐在4人坐，非得帶到兩人的小桌，大肚子坐在著十分很不方便！！！,1
傳說中點評人氣第一名的小吊梨湯和小夥伴來拔草點了一壺梨湯 、講真 平時在家不是很喜歡喝梨湯的我 這個梨湯的味道 我可以接受 、而且感覺蠻好喝的。一份豌豆黃、一份小豆涼糕豌豆黃真心不推薦 、不喜歡這個味道小豆涼糕味道還可以 、可以嘗一嘗、一份烤鴨 、味道一般吧 中規中矩的 、可以嘗試最後牛肉燴飯 太鹹了 不過倒是看得到牛肉 總體來說吧 感覺一開始的期待值太高了 所以略感失望 兩個甜品和梨湯上來好久才上的菜和飯 上菜太慢了。最後推薦門口的等位時的雞蛋 、味道還可以 ！,4
很合胃口，服務各方面都不錯，☺☺☺☺,2
環境很好 菜品也很合口味 下次再來^_^,5
人比較多，菜品更新，比較慢，一到五啤酒免費，六日應該也免費，別的烤肉店酒類都免費，希望改進,2
菜品就一般，但是挺新鮮的，老闆很好，服務也好,2
口味很好，也有創意和特色，下次還來,5
環境不錯，三文魚排有些量大，烤的味道都不錯，就是味道輕，飲品好喝，甜品不好吃，一點都不甜，意麵很不錯，醬香濃郁，環境很贊稍有些嘈雜，需要排隊很久才能等到位置，所以沒有經常來，大悅城這邊的店很值得來等一次的,5
人好多，等待的時間太長了，就等吃西紅柿雞蛋了,5
沒人來給點菜。切完火龍果的刀一定切過大蒜。最重要的是上菜非常非常的慢。等了一個小時。比我們後來的都上了。,2
還算比較好找的。一個小門口。不過內部裝飾的還不錯了。有那麼一些小調調的。菜品嗎有些創意。還不錯,4
帶著家人去的，種類全，食材新鮮味道好，希望一直堅持好品質,5
和剛開業的時候，味道簡直差太多了，沒有留戀了，沒有再來的慾望了，,4
排隊排的我都不餓了，要不是因為味道還不錯，我一定會瘋,4
點了五個菜～沒一個好吃的！總體來說就是口重！鹹！膩！油大！梨水味道不錯、很濃～應該是放了蜂蜜！服務很好～算是天津服務培訓的不錯的餐廳了、只是北京菜真的吃不來～應該不會再去了🙅🏻,2
第一次給你家差評，記住了，第一次也是最後一次，以後都不會再去了，商家欺騙人，6.15號公告說從6.14號開始不給晚餐團購驗證了，說要每人加10元錢，可以給網站打電話協商，不給10元錢就是驗證不了，相信大家都懂了，呵呵,1
提醒大家一下，拉皮超大份，人少的話慎點。還有三杯雞都是翅沒什麼肉。服務不滿意，拉低了整體分數，應該不會再來了,2
恆隆這家北李剛開業時候來吃過，味道不錯，今天又來吃了，真心不怎麼樣，味道變了，還特別鹹，真心受不了，老公在大連吃過北李媽媽，覺得超級好吃，他今天第一次在天津吃說跟大連差距太大了…鹹的受不了…估計以後不會再去了,4
味道太好了，種類多建議大家多去,4
2015.9.25小夥伴過生日，搜到了這家店評價看起來都不錯呀環境：門面不大，樓梯很窄，年紀大的腿腳不便的可以不用考慮了，我們是七個人，在二樓吃的，二樓地方也不大但是能感覺到店家用飾品和燈光用心的裝飾過了，問題是衛生一般，有點髒髒的食品分量：我們兩個人點了4個菜，一開始以為還不夠吃，評價說菜量很足，但是其實我們七個人去點的九個菜才吃差不多，份量不是太足，不過因為是晚上打算少吃點的我們沒點多少米飯服務：菜單名字挺好玩的         每桌每人送一杯酸奶口味：剔牙雞，嫩，有點黑椒味         大咖花椰菜，都很推薦，其實一般，也就是家常菜的味道呢。。。         牙籤肉，肉質鮮嫩         醋溜木須，鮮嫩爽口，有一點油膩         饞魚密蝦，本名應該叫做芥香蝦球，還添加了香蕉和火龍果，這次做的也有那麼一點點膩，量不大不小，芥末味不是很濃，推薦不是很能吃芥末的點，太能吃芥末的不會滿意的，盛在一個透明小碗裡，用一個有小魚游來游去的瓶子頂著端上來的，對了，還有點水草          魚外套，好吧，魚皮，一般般吧，涼菜種類不是很多          來自星星的翅，雞翅很好，但是誠意不足，因為另一個托盤裡邊的小吃澱粉感太濃了，中間的醬料還是很好吃的          宮保雞丁，雞肉吃的有點多，這一道菜上來的時候已經吃不出什麼了呢          素炒蘑菇，記不清菜名了，推薦附加服務：有wifi，有紙巾，有衛生條件不太好的衛生間綜合：總體來說還是不會主動去第二次的。。。,2
不得不說名過其實了。菜的口味真心一般，而且推薦的金牌蟶子根本不新鮮。環境還不錯。排隊吃可是不值得。,2
非常垃圾的地！！！晚上吃完半夜就上吐下瀉 去醫院碰見了兩位同樣也是一樣的症狀 腸炎 需要輸三天液  吃的不新鮮 誰去誰上當 準備好了去醫院在去,1
菜品還行，哪裡的服務真垃圾，服務員經理，以後我在也不想去哪地方了,1
一如既往的好！帶同事去的，同事是第一次吃的，說下次還會光顧的！真心不錯，食材新鮮，品種豐富！,5
幾年前看電視中介紹，就對這家店頗有興趣，奈何風荷園那幾家店實在是不順路，所以一直沒去，終於等到大悅城開業，錯過高峰期，果斷去拔草。提前做了功課，知道沒有紙質菜單，要用淘點點點餐，於是事先選好，其實還算簡單，打開手機淘寶，進入淘點點，搜索餐廳娜娜家，找到後進入娜娜家，點擊點菜，就可以看到菜單了，把你選中的菜添加進菜單就可以了，然後拿著手機到前臺給服務員看（PS：菜單裡沒有奶酪罐子，可以告訴服務員添加），他會告訴你付多少錢，付款就OK了。號稱“科技讓生活更便捷”，不過對於不熟悉的人來說的確是會比較困惑的。言歸正傳，週一全天沒有正餐，只能點甜點、飲料、小食類，提前做好的上菜挺快，抹茶紅豆冰樂很大一杯，味道有些淡，巧克力奶油千層蛋糕比較硬，不過很好吃，巧克力的味道濃郁，好評如潮的奶酪罐子不錯，但並沒有想象中驚豔。另外需要加工下的就慢些了，彩虹沙拉挺好，醬料調製得恰到好處，口感層次豐富，私家焗薯泥有拉絲，不難吃，缺點是有土豆小塊，不夠細膩，巧克力奶油冰淇淋華夫最後上來，基本上吃不下了，打包帶走，意外驚喜的是第二天涼著吃味道很贊哦。據說大悅城店比其他店要貴，兩人消費227，性價比不高。服務員有些少，但也都算彬彬有禮，是個很小資的餐廳。,4
吃完拉肚子 去醫院檢查是腸炎 他家的蝦還是什麼的有不乾淨的東西,1
不明白娜娜家為啥這麼火。菜品味道真心一般。但菜品和價格不成正比。不值得排隊。價錢也不值。不會再去了。,2
點了八珍豆腐，第一次見用日本豆腐做的，而且豆腐沒炸過，沒有脆皮！你寫著天津味道就應該按照天津菜的做法做吧，八珍豆腐我吃了這麼多年都是盒豆腐，過油炸有脆皮的。不知道你哪裡找的廚師，這樣做？會做嗎？,1
週日本來跟小夥伴們訂的去奧城吃飯，由於本以為只是限行，沒想到是全部堵死，只能冒著大雨轉戰大悅城，之前朋友推薦這家不錯，果斷前來拔草，差不多5點半到的，找了半天才找到這家店，已經快要6點了，中桌前面要等22個號，不過有沒等的，還是挺快就到好了，等號時提前預定的烤鴨，門口有做煮雞蛋的，服務員用勺子剝開的雞蛋皮很衛生，切開後加入醬料非常好吃，小吊梨湯一壺不怎麼好喝，估計大鍋反覆煮的，紅酒雪梨特別好吃，又脆又甜，酒味十足，辣拌牛板筋不知道是不是切的太薄了，有點吃豆皮的感覺，蔥味比較大，素燒雞，貌似裡面是蘑菇，蘸過醬料，還不錯，自制豆腐，好像是日本豆腐做的，不喜歡，梨球果仁蝦，蝦炸的特別透，底下墊的梨球，量不大，非常非常好吃，北京口味的宮保雞丁，花椒味略大，酥羊肉78一份，配小料，貴還不好，肉基本沒瘦的，還羶氣，不推薦，烤鴨半分非常好吃，鴨湯也很好喝，一人一碗，也就沒了，芝麻醬糖餅中規中矩，老北京涼糕錦盒樣子漂亮，都是粘食,5
還真的是媽媽菜，帶著爸媽來吃，老媽都說讓她想起了姥姥做的菜！點了香薰骨，味道有點菸燻的口感，但是肉不硬，吃著挺香的，值得推薦；小炒辣雞胗，對於南方人來說，能在北方吃上這個真是罕見之至，而且辣辣的口感很正宗，就是澱粉感覺放的有點多；金牌蟶子，這個我感覺沒有推薦的那麼好，口味一般，而且有點鹹，海鮮的鮮味一點都出不來；茄夾上面蓋滿了魷魚絲，口味也一般，裡面夾的肉口感一般，茄子要是能炸的酥酥的會更加好吃；奶香手撕餅，奶油味真的太重了，我不是很喜歡，但是老媽很喜歡吃；最後點了一碗疙瘩湯，額，竟然是我最喜歡喝的，建議大家別全部都點肉菜，吃多了太膩了，反而吃了疙瘩湯之後超級舒服。總之，這次吃的比較開心，飯菜的口感相對來說很不錯,5
非常滿意的一次團購，菜品不錯，自助餐裡算不錯的了，還是團購合適,4
迎賓女的服務態度超惡劣，不講道理，前後說話不一樣了三個小時，預約七個人，最後六個人，因為人不齊不讓進，還讓交七個人的押金，七人到齊後，又說剛才是因為不交錢才不讓進！請問人都沒進去，憑什麼提前交錢？！！！！,1
去的前兩次都不錯 這次推薦朋友來吃 沒想到好多菜都太鹹了 是為了多賣米飯麼,2
過年和閨蜜聚餐，選來選去選擇的北李媽媽菜館，人比較多，幸虧早去訂座，不然會很長時間才吃上，菜口味還可以，蟶子好吃！媽媽拉皮不錯，燻排骨沒吃幾口，最後打包了，閨蜜訂了第戎蛋糕慶祝了我們相識20年紀念，很珍惜我們在一起的這些年！！！,4
因為口味的原因吧，個人不太喜歡，太甜太鬧了,2
環境不錯，按點評點的那幾個熱門菜，味道都真心一般，都很普通，沒有傳的那麼好吃！可能去吃抱的希望太大了哈！,2
菜品味道不錯，種類也不少，滿意,4
大悅城的“娜娜”太火了，排了一個多小時終於進來了。裡面漆黑一片，內設雜亂無章。點餐需要手機下載APP，相比較其他分店，大悅城這家我不是很喜歡。焗土豆泥還是很讚的，點了一杯小杯小丸子蘇打，太難喝了。,2
一般般？油膩膩的。不過服務態度很好。環境不錯！,1
